单词,总次数,完形,阅读,新题型,翻译,写作,完整试卷,未分类,出现年份
inner,3,0,0,0,2,0,0,1,"2011,2016"
embody,3,0,1,0,1,0,0,1,"2011,2015"
progressed,3,0,0,0,1,0,1,1,"2011,2022"
wronged,3,1,0,0,1,0,0,1,"2011,2018"
yours,3,0,0,0,1,1,0,1,"2011,2024"
antonin,3,1,1,0,0,0,0,1,"2012,2013"
scalia,3,1,1,0,0,0,0,1,"2012,2013"
envisioned,3,1,1,0,0,0,0,1,"2012,2013"
liberty,3,1,0,0,0,0,1,1,"2012,2020"
rulings,3,1,1,0,0,0,0,1,"2012,2024"
suspected,3,2,0,0,0,0,0,1,"2012,2013"
sticks,3,1,1,0,0,0,0,1,"2012,2016"
barrier,3,1,1,0,0,0,0,1,2012
distorted,3,1,1,0,0,0,0,1,"2012,2015"
haze,3,0,2,0,0,0,0,1,2012
lovelife,3,0,2,0,0,0,0,1,2012
flaw,3,0,2,0,0,0,0,1,"2012,2017"
via,3,0,2,0,0,0,0,1,"2012,2018"
steer,3,0,1,0,0,0,1,1,"2012,2023"
teacher,3,0,1,0,1,0,0,1,"2012,2013"
engineered,3,0,1,1,0,0,0,1,"2012,2013"
behaviors,3,0,2,0,0,0,0,1,2012
functions,3,0,1,0,0,0,1,1,"2012,2014"
imitation,3,0,2,0,0,0,0,1,"2012,2024"
questionable,3,0,2,0,0,0,0,1,"2012,2017"
reneging,3,0,2,0,0,0,0,1,2012
receiving,3,0,1,0,0,0,1,1,"2012,2014"
string,3,0,1,0,0,0,1,1,"2012,2014"
pipe,3,0,2,0,0,0,0,1,2012
enraged,3,0,1,0,0,0,1,1,"2012,2014"
patchwork,3,0,2,0,0,0,0,1,2012
pilgrim,3,0,2,0,0,0,0,1,2012
station,3,0,1,0,1,0,0,1,"2012,2024"
plymouth,3,0,2,0,0,0,0,1,2012
nrc,3,0,2,0,0,0,0,1,2012
legislature,3,0,1,0,0,0,1,1,"2012,2023"
managerial,3,0,1,0,0,0,1,1,"2012,2022"
defied,3,0,2,0,0,0,0,1,"2012,2017"
idealized,3,0,2,0,0,0,0,1,"2012,2016"
transform,3,0,1,0,0,0,1,1,"2012,2020"
accompanying,3,0,1,0,0,0,1,1,"2012,2022"
albert,3,0,2,0,0,0,0,1,2012
szent-gyorgyi,3,0,2,0,0,0,0,1,2012
nobody,3,0,2,0,0,0,0,1,2012
jimmy,3,0,2,0,0,0,0,1,2012
hoffa,3,0,2,0,0,0,0,1,2012
teamsters,3,0,2,0,0,0,0,1,2012
prime,3,0,1,0,0,0,1,1,"2012,2020"
unionists,3,0,2,0,0,0,0,1,2012
fellow,3,0,1,0,0,0,1,1,"2012,2022"
thriving,3,0,1,0,1,0,0,1,"2012,2015"
ed,3,0,1,0,0,0,1,1,"2012,2020"
wages,3,0,1,0,0,0,1,1,"2012,2022"
charter,3,0,2,0,0,0,0,1,"2012,2016"
wisconsin,3,0,2,0,0,0,0,1,2012
republican,3,0,2,0,0,0,0,1,"2012,2015"
realise,3,0,0,2,0,0,0,1,2012
piano,3,0,0,1,0,0,1,1,"2012,2014"
device,3,0,0,2,0,0,0,1,2012
reception,3,0,0,2,0,0,0,1,"2012,2018"
upload,3,0,0,2,0,0,0,1,2012
paintings,3,0,0,1,0,0,1,1,"2012,2023"
sculpture,3,0,0,2,0,0,0,1,"2012,2024"
advent,3,0,0,1,0,0,1,1,"2012,2023"
pyramid,3,0,0,2,0,0,0,1,2012
consume,3,0,1,1,0,0,0,1,"2012,2016"
stickiness,3,0,0,2,0,0,0,1,2012
accessed,3,0,0,1,0,0,1,1,"2012,2020"
bears,3,0,0,1,0,0,1,1,"2012,2023"
unification,3,0,0,0,2,0,0,1,2012
generative,3,0,0,0,2,0,0,1,2012
dimensions,3,0,0,1,1,0,0,1,"2012,2015"
gray,3,0,0,0,2,0,0,1,2012
tracked,3,0,1,0,1,0,0,1,"2012,2013"
soft,3,1,0,0,0,0,1,1,"2013,2014"
applicant,3,2,0,0,0,0,0,1,2013
consideration,3,1,1,0,0,0,0,1,"2013,2016"
applicant's,3,1,0,0,1,0,0,1,"2013,2019"
decrease,3,1,0,0,0,0,1,1,"2013,2023"
rated,3,1,0,0,0,0,1,1,"2013,2022"
fluctuate,3,1,0,0,0,0,1,1,"2013,2014"
blue,3,0,2,0,0,0,0,1,"2013,2024"
doubtless,3,0,1,0,0,0,1,1,"2013,2020"
feverish,3,0,2,0,0,0,0,1,2013
elizabeth,3,0,2,0,0,0,0,1,"2013,2018"
three-year,3,0,1,0,0,0,1,1,"2013,2014"
indictment,3,0,2,0,0,0,0,1,2013
react,3,0,2,0,0,0,0,1,"2013,2015"
inventory,3,0,1,0,0,0,1,1,"2013,2023"
renew,3,1,1,0,0,0,0,1,"2013,2016"
accustomed,3,0,1,0,0,0,1,1,"2013,2023"
designers,3,0,2,0,0,0,0,1,"2013,2016"
low-wage,3,0,2,0,0,0,0,1,"2013,2018"
clothing,3,0,1,1,0,0,0,1,"2013,2016"
hunger,3,0,1,1,0,0,0,1,2013
beaumont,3,0,2,0,0,0,0,1,2013
knocked,3,0,2,0,0,0,0,1,2013
exhibits,3,0,1,0,0,0,1,1,"2013,2022"
sustainability,3,0,2,0,0,0,0,1,2013
vanity,3,0,2,0,0,0,0,1,2013
ignores,3,0,1,0,0,0,1,1,"2013,2014"
explicit,3,0,1,0,1,0,0,1,2013
alliance,3,0,1,0,1,0,0,1,"2013,2018"
switch,3,0,1,0,0,0,1,1,"2013,2022"
liodice,3,0,2,0,0,0,0,1,2013
preferences,3,0,1,0,0,0,1,1,"2013,2023"
unable,3,0,2,0,0,0,0,1,"2013,2018"
comply,3,0,1,0,0,0,1,1,"2013,2023"
brendon,3,0,2,0,0,0,0,1,2013
complaints,3,0,2,0,0,0,0,1,"2013,2016"
implement,3,0,1,0,0,0,1,1,"2013,2014"
fulfilment,3,0,1,0,0,0,1,1,"2013,2022"
misplaced,3,0,2,0,0,0,0,1,2013
arc,3,0,2,0,0,0,0,1,2013
surprising,3,0,1,0,0,0,1,1,"2013,2022"
planet's,3,0,2,0,0,0,0,1,"2013,2017"
obama,3,0,2,0,0,0,0,1,2013
roberts,3,0,2,0,0,0,0,1,"2013,2017"
alito,3,0,2,0,0,0,0,1,2013
conflicted,3,0,2,0,0,0,0,1,2013
statute,3,0,2,0,0,0,0,1,2013
seditionacts,3,0,2,0,0,0,0,1,2013
statutes,3,0,2,0,0,0,0,1,2013
invalidate,3,0,2,0,0,0,0,1,"2013,2015"
exclusively,3,0,1,0,0,0,1,1,"2013,2014"
congress's,3,0,2,0,0,0,0,1,2013
undermined,3,0,2,0,0,0,0,1,"2013,2017"
flourishing,3,0,0,1,0,0,1,1,"2013,2020"
social-science,3,0,0,2,0,0,0,1,2013
topics,3,0,0,2,0,0,0,1,2013
belgium,3,0,0,2,0,0,0,1,2013
protests,3,0,1,1,0,0,0,1,"2013,2017"
intention,3,0,0,1,0,0,1,1,"2013,2014"
integrate,3,0,0,2,0,0,0,1,2013
mindset,3,0,0,1,0,0,1,1,"2013,2022"
cross,3,0,0,1,0,0,1,1,"2013,2020"
non-profit,3,0,0,1,0,0,1,1,"2013,2023"
peace,3,0,0,0,2,0,0,1,2013
sacred,3,0,1,0,1,0,0,1,"2013,2017"
composure,3,0,0,0,2,0,0,1,2013
unfeasible,3,0,0,0,1,0,1,1,"2013,2023"
fantasy,3,0,1,0,1,0,0,1,"2013,2024"
justifies,3,1,0,0,1,0,0,1,"2013,2017"
clarity,3,0,1,0,0,0,1,1,"2014,2017"
seemingly,3,0,0,0,0,0,2,1,2014
potentially,3,0,1,0,0,0,1,1,"2014,2024"
web-based,3,0,0,0,0,0,2,1,2014
enhances,3,0,0,1,0,0,1,1,"2014,2016"
criterion,3,0,0,0,0,0,2,1,"2014,2023"
excel,3,0,0,0,0,0,1,2,2014
reminds,3,0,1,0,0,0,1,1,"2014,2017"
osborne,3,0,1,0,0,0,1,1,"2014,2016"
jobcentre,3,0,0,0,0,0,2,1,2014
eligible,3,0,1,0,0,0,1,1,"2014,2017"
jobseeker's,3,0,0,0,0,0,2,1,2014
laziness,3,0,0,0,0,0,2,1,2014
claimants,3,0,0,0,0,0,2,1,2014
hurting,3,0,0,0,0,0,2,1,"2014,2022"
minimal,3,0,1,0,0,0,1,1,"2014,2019"
extraordinarily,3,0,0,0,0,0,2,1,"2014,2020"
insure,3,0,0,1,0,0,1,1,"2014,2018"
unconditional,3,0,0,0,1,0,1,1,"2014,2016"
conditional,3,0,0,0,0,0,2,1,2014
passion,3,0,0,0,0,0,2,1,"2014,2023"
law-school,3,0,0,0,0,0,2,1,2014
stem,3,0,0,0,0,0,2,1,2014
restrictive,3,0,0,0,0,0,2,1,2014
guild-like,3,0,0,0,0,0,2,1,2014
district,3,0,1,0,0,0,1,1,"2014,2024"
non-lawyers,3,0,0,0,0,0,2,1,2014
outsiders,3,0,0,0,0,0,2,1,2014
gaining,3,0,0,0,1,0,1,1,"2014,2017"
bans,3,0,1,0,0,0,1,1,"2014,2016"
benefactors,3,0,0,0,0,0,2,1,2014
achievement-based,3,0,0,0,0,0,2,1,2014
peer-review-led,3,0,0,0,0,0,2,1,2014
quo,3,0,1,0,0,0,1,1,"2014,2018"
peer-reviewed,3,0,0,0,0,0,2,1,2014
genius,3,0,0,0,1,0,1,1,"2014,2018"
prize-givers,3,0,0,0,0,0,2,1,2014
acknowledging,3,0,1,0,0,0,1,1,"2014,2018"
higgs,3,0,0,0,0,0,2,1,2014
boson,3,0,0,0,0,0,2,1,2014
gifts,3,0,1,0,0,0,1,1,"2014,2017"
gratitude,3,0,1,0,0,0,1,1,"2014,2018"
unworthy,3,0,0,0,0,0,2,1,"2014,2022"
scholarship,3,0,0,0,0,0,2,1,"2014,2023"
curricula,3,0,0,0,0,0,2,1,"2014,2023"
encouragement,3,0,0,0,1,0,1,1,"2014,2017"
illiberal,3,0,0,0,0,0,2,1,2014
sadly,3,0,1,0,0,0,1,1,"2014,2017"
breadth,3,0,0,0,1,0,1,1,"2014,2017"
aaas's,3,0,0,0,0,0,2,1,2014
appreciative,3,0,1,0,0,0,1,1,"2014,2018"
city's,3,0,0,0,0,0,2,1,"2014,2023"
excavations,3,0,0,0,0,0,2,1,2014
settlement,3,0,0,0,0,0,2,1,2014
copan,3,0,0,0,0,0,2,1,2014
aerial,3,0,0,0,0,0,2,1,2014
radar,3,0,0,0,0,0,2,1,2014
beneath,3,0,0,0,0,0,2,1,"2014,2022"
searches,3,0,1,0,0,0,1,1,"2014,2015"
archaeologist,3,0,0,0,0,0,2,1,2014
howard,3,0,0,1,0,0,1,1,"2014,2018"
carter,3,0,0,0,0,0,2,1,2014
tomb,3,0,0,0,0,0,2,1,2014
island,3,0,1,0,0,0,1,1,"2014,2017"
presenting,3,0,0,1,0,0,1,1,"2014,2015"
metaphysical,3,0,0,0,0,0,2,1,2014
qualit,3,0,0,0,1,0,1,1,"2014,2019"
performer,3,0,0,0,0,0,2,1,"2014,2023"
volume,3,0,0,0,0,0,2,1,"2014,2022"
beethoven,3,0,0,0,0,0,2,1,2014
symphony,3,0,0,0,0,0,2,1,"2014,2022"
pairs,3,1,0,1,0,0,0,1,"2015,2019"
draws,3,1,1,0,0,0,0,1,"2015,2024"
mechanisms,3,1,0,0,0,0,1,1,"2015,2022"
miss,3,1,1,0,0,0,0,1,"2015,2018"
disruptive,3,1,1,0,0,0,0,1,2015
king,3,0,2,0,0,0,0,1,2015
juan,3,0,2,0,0,0,0,1,2015
monarchy,3,0,2,0,0,0,0,1,2015
magnificent,3,0,1,1,0,0,0,1,"2015,2024"
majestic,3,0,1,0,0,0,1,1,"2015,2023"
voters,3,0,2,0,0,0,0,1,2015
non-controversial,3,0,2,0,0,0,0,1,2015
monarchy's,3,0,2,0,0,0,0,1,2015
unpopular,3,0,1,0,0,0,1,1,"2015,2022"
tough,3,0,2,0,0,0,0,1,"2015,2018"
wallet,3,0,2,0,0,0,0,1,2015
constitution's,3,0,2,0,0,0,0,1,2015
orin,3,0,2,0,0,0,0,1,2015
automobile,3,0,2,0,0,0,0,1,"2015,2017"
specify,3,0,1,0,0,0,1,1,"2015,2023"
domain,3,0,2,0,0,0,0,1,"2015,2024"
cautiousness,3,0,2,0,0,0,0,1,"2015,2016"
handling,3,0,1,0,0,0,1,1,"2015,2022"
scanning,3,0,1,0,0,0,1,1,"2015,2020"
violates,3,0,1,0,0,0,1,1,"2015,2020"
editorial,3,0,1,0,0,0,1,1,"2015,2023"
appointed,3,0,1,1,0,0,0,1,"2015,2018"
manuscripts,3,0,2,0,0,0,0,1,2015
flagged,3,0,2,0,0,0,0,1,2015
giovanni,3,0,2,0,0,0,0,1,2015
parmigiani,3,0,2,0,0,0,0,1,2015
analyse,3,0,1,0,0,0,1,1,"2015,2023"
revised,3,0,2,0,0,0,0,1,"2015,2016"
elisabeth,3,0,2,0,0,0,0,1,2015
andy,3,0,2,0,0,0,0,1,2015
coulson,3,0,2,0,0,0,0,1,2015
mulcaire,3,0,2,0,0,0,0,1,2015
defence,3,0,2,0,0,0,0,1,2015
checked,3,0,1,1,0,0,0,1,"2015,2017"
periods,3,0,0,1,0,0,1,1,"2015,2020"
unacknowledged,3,0,0,2,0,0,0,1,"2015,2017"
fuller,3,0,0,1,0,0,1,1,"2015,2023"
textual,3,0,0,2,0,0,0,1,2015
inferences,3,0,0,2,0,0,0,1,2015
swept,3,0,0,0,1,0,1,1,"2015,2020"
atlantic,3,0,0,0,2,0,0,1,2015
meantime,3,0,0,0,1,0,1,1,"2015,2023"
overcrowded,3,0,0,1,1,0,0,1,"2015,2018"
ships,3,0,0,0,2,0,0,1,2015
twelve,3,0,0,0,2,0,0,1,"2015,2018"
colonists,3,0,1,0,1,0,0,1,"2015,2024"
colorful,3,1,0,0,0,0,1,1,"2016,2022"
lasted,3,2,0,0,0,0,0,1,2016
circle,3,2,0,0,0,0,0,1,"2016,2018"
persons,3,2,0,0,0,0,0,1,2016
remarry,3,2,0,0,0,0,0,1,2016
postpone,3,1,0,0,0,0,1,1,"2016,2022"
hiding,3,1,1,0,0,0,0,1,"2016,2024"
serving,3,1,0,0,0,0,1,1,"2016,2022"
whenever,3,1,1,0,0,0,0,1,"2016,2019"
wherever,3,1,0,1,0,0,0,1,"2016,2024"
invested,3,1,0,0,0,0,1,1,"2016,2023"
clears,3,1,1,0,0,0,0,1,"2016,2018"
ultra-thin,3,0,2,0,0,0,0,1,2016
runways,3,0,2,0,0,0,0,1,2016
websites,3,0,2,0,0,0,0,1,2016
dieting,3,0,2,0,0,0,0,1,2016
impinging,3,0,2,0,0,0,0,1,2016
starving,3,0,2,0,0,0,0,1,2016
zero,3,0,1,0,0,0,1,1,"2016,2022"
denmark,3,0,2,0,0,0,0,1,2016
danish,3,0,2,0,0,0,0,1,2016
cfw,3,0,2,0,0,0,0,1,2016
britons,3,0,1,0,0,0,1,1,"2016,2020"
spaces,3,0,1,0,0,0,1,1,"2016,2023"
parks,3,0,1,0,0,0,1,1,"2016,2022"
off-plan,3,0,2,0,0,0,0,1,2016
discontinue,3,0,2,0,0,0,0,1,2016
ukip,3,0,2,0,0,0,0,1,2016
netherlands,3,0,1,0,0,0,1,1,"2016,2022"
permitting,3,0,2,0,0,0,0,1,"2016,2018"
portugal,3,0,1,0,0,0,1,1,"2016,2022"
spectrum,3,0,1,0,0,0,1,1,"2016,2020"
easing,3,0,2,0,0,0,0,1,"2016,2018"
milton,3,0,2,0,0,0,0,1,2016
friedman's,3,0,2,0,0,0,0,1,2016
prosecuted,3,0,2,0,0,0,0,1,2016
bribery,3,0,2,0,0,0,0,1,"2016,2017"
lenient,3,0,2,0,0,0,0,1,2016
fines,3,0,2,0,0,0,0,1,2016
eliminating,3,0,2,0,0,0,0,1,"2016,2018"
ink,3,0,2,0,0,0,0,1,"2016,2018"
incentive,3,0,1,0,1,0,0,1,"2016,2018"
online-only,3,0,2,0,0,0,0,1,"2016,2019"
subscription,3,0,1,0,0,0,1,1,"2016,2020"
adjustments,3,0,2,0,0,0,0,1,"2016,2018"
meets,3,0,1,0,0,0,1,1,"2016,2020"
informal,3,0,0,1,0,0,1,1,"2016,2023"
cues,3,0,0,1,1,0,0,1,"2016,2024"
finance,3,0,1,1,0,0,0,1,"2016,2017"
resolving,3,0,0,1,1,0,0,1,"2016,2024"
surroundings,3,0,1,0,1,0,0,1,"2016,2017"
cure-all,3,0,0,0,1,0,1,1,"2016,2020"
stress-reducing,3,2,0,0,0,0,0,1,2017
attachment,3,1,0,0,0,0,1,1,"2017,2020"
restricted,3,1,0,0,0,0,1,1,"2017,2023"
guiding,3,1,0,0,1,0,0,1,"2017,2024"
minimized,3,1,0,1,0,0,0,1,"2017,2018"
combines,3,1,0,1,0,0,0,1,2017
egyptair,3,0,2,0,0,0,0,1,2017
demanding,3,1,1,0,0,0,0,1,"2017,2024"
waits,3,0,2,0,0,0,0,1,2017
carry-on,3,0,2,0,0,0,0,1,2017
enroll,3,0,2,0,0,0,0,1,2017
expedited,3,0,2,0,0,0,0,1,2017
gotten,3,0,2,0,0,0,0,1,"2017,2019"
enrollment,3,0,2,0,0,0,0,1,2017
underused,3,0,2,0,0,0,0,1,2017
highlight,3,0,2,0,0,0,0,1,"2017,2024"
hawaii's,3,0,2,0,0,0,0,1,2017
watchers,3,0,2,0,0,0,0,1,2017
kea's,3,0,2,0,0,0,0,1,2017
prioritize,3,0,1,0,0,0,1,1,"2017,2022"
inspires,3,0,2,0,0,0,0,1,"2017,2019"
welcomed,3,0,1,0,0,0,1,1,"2017,2020"
geographical,3,0,1,0,0,0,1,1,"2017,2023"
protective,3,0,1,0,0,0,1,1,"2017,2022"
voting,3,0,2,0,0,0,0,1,"2017,2019"
brexit,3,0,2,0,0,0,0,1,2017
conviction,3,0,2,0,0,0,0,1,2017
mcdonnell,3,0,2,0,0,0,0,1,2017
bureaucratic,3,0,2,0,0,0,0,1,2017
constituents,3,0,2,0,0,0,0,1,2017
reinforces,3,0,2,0,0,0,0,1,"2017,2024"
representatives,3,0,1,0,0,0,1,1,"2017,2023"
well-enforced,3,0,2,0,0,0,0,1,2017
avoided,3,0,2,0,0,0,0,1,"2017,2018"
leaking,3,0,2,0,0,0,0,1,"2017,2018"
secrets,3,0,1,0,0,0,1,1,"2017,2022"
officially,3,0,1,0,0,0,1,1,"2017,2023"
exempt,3,0,1,0,0,0,1,1,"2017,2022"
monthly,3,0,0,2,0,0,0,1,2017
boz,3,0,0,2,0,0,0,1,2017
seymour,3,0,0,2,0,0,0,1,2017
comic,3,0,0,2,0,0,0,1,2017
mother's,3,0,0,1,0,0,1,1,"2017,2020"
stealing,3,0,0,2,0,0,0,1,"2017,2024"
blacking,3,0,0,2,0,0,0,1,2017
warehouse,3,0,1,1,0,0,0,1,"2017,2019"
imprisonment,3,0,0,1,0,0,1,1,"2017,2020"
oliver,3,0,0,2,0,0,0,1,2017
celebrated,3,0,0,2,0,0,0,1,"2017,2018"
diminish,3,0,0,0,2,0,0,1,2017
german,3,0,0,0,1,0,1,1,"2017,2022"
tricky,3,1,1,0,0,0,0,1,"2018,2024"
friendships,3,1,1,0,0,0,0,1,"2018,2024"
sixty,3,1,0,0,1,0,0,1,"2018,2024"
paired,3,1,1,0,0,0,0,1,"2018,2024"
oxford,3,0,2,0,0,0,0,1,2018
alarmist,3,0,1,0,0,0,1,1,"2018,2020"
optimists,3,0,2,0,0,0,0,1,2018
andrew,3,0,2,0,0,0,0,1,"2018,2019"
underlines,3,0,2,0,0,0,0,1,"2018,2024"
drastic,3,0,1,0,0,0,1,1,"2018,2020"
nuts,3,0,2,0,0,0,0,1,"2018,2024"
platform,3,0,1,0,0,0,1,1,"2018,2020"
badly,3,0,1,0,0,0,1,1,"2018,2020"
facebook,3,0,1,0,0,0,1,1,"2018,2020"
cyberspace,3,0,2,0,0,0,0,1,2018
knight,3,0,2,0,0,0,0,1,2018
perspectives,3,0,1,0,0,0,1,1,"2018,2023"
made-up,3,0,2,0,0,0,0,1,2018
over-tweeting,3,0,2,0,0,0,0,1,2018
denham,3,0,2,0,0,0,0,1,2018
verdict,3,0,2,0,0,0,0,1,2018
arrangements,3,0,1,1,0,0,0,1,2018
countless,3,0,1,0,0,0,1,1,"2018,2022"
algorithms,3,0,1,0,0,0,1,1,"2018,2023"
denham's,3,0,2,0,0,0,0,1,2018
historic,3,0,1,1,0,0,0,1,2018
permanently,3,0,1,0,0,0,1,1,"2018,2023"
first-class,3,0,2,0,0,0,0,1,2018
denies,3,0,1,0,0,0,1,1,"2018,2023"
annually,3,0,2,0,0,0,0,1,"2018,2019"
retiree,3,0,2,0,0,0,0,1,2018
bare,3,0,2,0,0,0,0,1,2018
common-sense,3,0,1,0,0,0,1,1,"2018,2020"
legislators,3,0,2,0,0,0,0,1,2018
frightened,3,1,1,0,0,0,0,1,"2018,2019"
withdrawal,3,0,2,0,0,0,0,1,"2018,2024"
adopting,3,0,1,0,0,0,1,1,"2018,2020"
empire,3,0,0,2,0,0,0,1,2018
mullett,3,0,0,2,0,0,0,1,2018
wood,3,0,0,2,0,0,0,1,2018
granite,3,0,0,2,0,0,0,1,2018
walls,3,0,0,1,0,0,1,1,"2018,2023"
eisenhower,3,0,0,2,0,0,0,1,2018
corridors,3,0,0,2,0,0,0,1,2018
fires,3,1,0,1,0,0,0,1,"2018,2019"
tragedy,3,0,0,0,2,0,0,1,2018
performed,3,0,0,0,1,0,1,1,"2018,2022"
medieval,3,0,0,0,1,0,1,1,"2018,2020"
theaters,3,0,0,0,2,0,0,1,2018
literar,3,0,0,0,2,0,0,1,2018
twenty-five,3,0,0,0,2,0,0,1,2018
pit,3,0,1,0,1,0,0,1,"2018,2024"
decay,3,0,0,0,1,0,1,1,"2018,2022"
navigation,3,1,0,0,1,0,0,1,"2019,2024"
batteries,3,2,0,0,0,0,0,1,2019
tricks,3,1,0,1,0,0,0,1,2019
downhill,3,2,0,0,0,0,0,1,2019
marks,3,1,1,0,0,0,0,1,2019
expose,3,1,0,0,0,0,1,1,"2019,2023"
bonus,3,0,1,0,0,0,1,1,"2019,2020"
risk-taking,3,0,2,0,0,0,0,1,2019
traded,3,0,2,0,0,0,0,1,2019
marshall,3,0,2,0,0,0,0,1,2019
impatience,3,0,2,0,0,0,0,1,2019
pudding,3,0,1,0,0,0,1,1,"2019,2020"
hinder,3,0,1,0,0,0,1,1,"2019,2022"
daniel,3,0,2,0,0,0,0,1,"2019,2024"
long-termism,3,0,2,0,0,0,0,1,2019
obstacles,3,1,1,0,0,0,0,1,"2019,2024"
catalogs,3,0,2,0,0,0,0,1,2019
utmost,3,0,1,0,0,0,1,1,"2019,2023"
freshmen,3,0,2,0,0,0,0,1,2019
grades,3,0,2,0,0,0,0,1,2019
university's,3,0,1,0,0,0,1,1,"2019,2022"
aligned,3,0,2,0,0,0,0,1,2019
complement,3,1,1,0,0,0,0,1,"2019,2024"
feasibility,3,0,1,0,0,0,1,1,"2019,2020"
listing,3,0,1,0,0,0,1,1,"2019,2023"
mary,3,0,2,0,0,0,0,1,2019
sci-fi,3,0,2,0,0,0,0,1,2019
neuroscientist,3,0,1,0,0,0,1,1,"2019,2020"
pledged,3,0,2,0,0,0,0,1,2019
deploy,3,0,2,0,0,0,0,1,2019
ai's,3,0,2,0,0,0,0,1,"2019,2024"
overruled,3,0,2,0,0,0,0,1,2019
pair,3,0,1,0,0,0,1,1,"2019,2020"
decades-old,3,0,1,0,0,0,1,1,"2019,2022"
headaches,3,0,1,0,0,0,1,1,"2019,2022"
tennis,3,0,0,2,0,0,0,1,2019
convince,3,0,0,1,0,0,1,1,"2019,2020"
scares,3,0,0,0,1,0,1,1,"2019,2020"
compound,3,0,0,0,0,0,2,1,2020
acrylamide,3,0,0,0,0,0,2,1,2020
foods,3,0,0,0,0,0,2,1,2020
washes,3,0,0,0,0,0,2,1,2020
prominence,3,0,0,0,0,0,2,1,2020
facilities,3,0,0,0,0,0,2,1,"2020,2023"
licence,3,0,0,0,0,0,2,1,2020
libraries,3,0,0,0,0,0,2,1,2020
existential,3,0,0,0,0,0,2,1,2020
elsevier,3,0,0,0,0,0,2,1,2020
paywalled,3,0,0,0,0,0,2,1,2020
freely,3,0,0,0,1,0,1,1,"2020,2024"
steadily,3,0,0,0,0,0,2,1,2020
commissions,3,0,0,0,0,0,2,1,2020
catalyst,3,0,0,0,0,0,2,1,2020
quota,3,0,0,0,0,0,2,1,2020
republic,3,0,1,0,0,0,1,1,"2020,2024"
mentions,3,0,0,0,0,0,2,1,"2020,2023"
arbitrary,3,0,0,0,0,0,2,1,"2020,2022"
tension,3,0,0,0,0,0,2,1,2020
signature,3,0,0,0,1,0,1,1,"2020,2024"
levy,3,0,0,0,0,0,2,1,"2020,2023"
ensured,3,0,1,0,0,0,1,1,"2020,2024"
instinctively,3,0,0,0,0,0,2,1,2020
julia,3,0,0,1,0,0,1,1,"2020,2024"
minson,3,0,0,0,0,0,2,1,2020
church's,3,0,0,0,0,0,2,1,2020
thinkin,3,0,0,0,0,0,2,1,2020
territories,3,0,0,0,0,0,2,1,"2020,2023"
copernicus,3,0,0,0,0,0,2,1,2020
galileo,3,0,0,0,0,0,2,1,2020
rationalists,3,0,0,0,0,0,2,1,2020
taiz,3,0,0,0,0,0,2,1,2022
adapting,3,1,0,0,0,0,1,1,"2022,2024"
recalled,3,0,0,0,0,0,2,1,"2022,2023"
ingredients,3,0,0,0,0,0,2,1,2022
polymer,3,0,0,0,0,0,2,1,2022
retiring,3,0,0,0,0,0,2,1,"2022,2023"
roses,3,0,0,0,0,0,2,1,2022
carpets,3,0,0,0,0,0,2,1,2022
pumpkins,3,0,0,0,0,0,2,1,2022
consolidating,3,0,0,0,0,0,2,1,"2022,2023"
ferreira,3,0,0,0,0,0,2,1,2022
artworks,3,0,1,0,0,0,1,1,"2022,2024"
non-graduate,3,0,0,0,0,0,2,1,2022
leavers,3,0,0,0,0,0,2,1,2022
collaborations,3,0,0,0,0,0,2,1,2022
partnerships,3,0,1,0,0,0,1,1,"2022,2024"
reworked,3,0,0,0,0,0,2,1,2022
seasons,3,0,0,0,0,0,2,1,2022
alliances,3,0,0,0,0,0,2,1,2022
cavs,3,0,0,0,0,0,2,1,2022
collaboration,3,0,0,0,0,0,2,1,2022
heated,3,0,1,0,0,0,1,1,"2022,2024"
disputes,3,0,1,0,0,0,1,1,"2022,2024"
dismissals,3,0,0,0,0,0,2,1,2022
placing,3,0,0,0,0,0,2,1,2022
era's,3,0,0,0,0,0,2,1,2022
punish,3,0,0,0,0,0,2,1,"2022,2023"
zoology,3,0,0,0,0,0,2,1,2022
attracts,3,0,1,0,0,0,1,1,"2022,2024"
refuges,3,0,1,0,0,0,1,1,"2022,2024"
camp,3,0,0,0,0,0,2,1,"2022,2023"
captivity,3,0,0,0,0,0,2,1,2022
hunt,3,0,0,0,0,0,2,1,"2022,2023"
habitats,3,0,0,0,1,0,1,1,"2022,2024"
napoleon,3,0,0,0,0,0,2,1,2022
peninsula,3,0,0,0,0,0,2,1,2022
napoleonic,3,0,0,0,0,0,2,1,2022
appendix,3,0,0,0,0,0,2,1,2022
headquarters,3,0,0,0,0,0,2,1,2022
wars,3,0,0,0,0,0,2,1,"2022,2023"
wellington,3,0,0,0,0,0,2,1,2022
caravan,3,0,0,0,0,0,2,1,2023
travelled,3,0,0,0,0,0,2,1,2023
merchants,3,0,0,0,0,0,2,1,2023
completing,3,0,0,0,0,0,2,1,2023
hardy,3,0,0,0,0,0,2,1,2023
quinn,3,0,0,0,0,0,2,1,2023
hampshire,3,0,0,0,0,0,2,1,2023
vacancy,3,0,0,0,0,0,2,1,2023
coalition,3,0,1,0,0,0,1,1,"2023,2024"
registration,3,0,0,0,0,0,2,1,2023
